word,ranking
heureux,0.030347828878815916
doute,0.030334694449390125
magicien,0.03022086272769993
cent,0.029955255377089467
venait,0.029930445899285195
pris,0.02981807355864231
quelle,0.029778670270364932
disant,0.029540791159653367
violette,0.029451768915767444
allons,0.029244536807049394
ayant,0.02892347297664115
cheveux,0.028851963305322945
savait,0.028780453634004746
viens,0.028776075490862814
géant,0.02860678728937483
forme,0.02845501166045457
cents,0.028222970073932242
avais,0.028078491350248532
demande,0.027862502955246622
license,0.027815802761732695
dites,0.02779537142707035
ciel,0.027669864657001674
conte,0.027634839511866228
devait,0.027580842413115748
chevaux,0.02744220121362128
courut,0.027418851116864314
entendre,0.027325450729836463
voulut,0.027055465236084073
entendit,0.026947471038583116
rendre,0.026943092895441185
ouvrit,0.02677088593185858
chère,0.026738779548817756
peur,0.026671648020641484
salle,0.026648297923884522
entendu,0.026626407208174867
lorsqu,0.026605975873512527
filles,0.026575328871519012
vois,0.02648484724658578
rendit,0.02636079985756441
sire,0.026263021327394626
faites,0.02624113061168497
allez,0.02623237432540111
grâce,0.026076220553338917
larmes,0.02582520701320156
voulez,0.0257741286765457
retourna,0.025654459430666268
leva,0.02561943428553082
parce,0.02561359676134158
uncasse,0.02560338109401041
pain,0.02556543718678034
choses,0.025561059043638413
noiseeetautrescontes,0.025504143182793315
revint,0.02547787432394173
blanc,0.0254165803199547
cinq,0.025292532930933333
aujourd,0.02527502035836561
ourson,0.025218104497520513
bord,0.02518891687657431
mille,0.02513929792096576
troisième,0.02506632886860025
cria,0.024863474903024128
fais,0.024843043568361787
pierre,0.024790505850658617
blanche,0.02474672441923931
trouvait,0.02474672441923931
venu,0.024683971034204975
fleurs,0.024548248596805124
écus,0.024491332735960023
autant,0.02446798263920306
voyait,0.024441713780351478
mots,0.024276803722005424
voyage,0.024165890762409846
presque,0.02404184337338848
avons,0.02400098070406379
esprit,0.023898824030752077
voyez,0.02386379888561663
force,0.02378937045220381
possible,0.0237733172606834
paroles,0.023726617067169473
arrivé,0.02371494201879099
bâton,0.023672619968418993
blondine,0.023630297918046998
arbres,0.02358651648662769
lorsque,0.02357046329510728
veut,0.02352376310159335
noir,0.023332584184395714
jardin,0.023331124803348403
beauté,0.023288802752976408
cependant,0.02322896813003669
pouvoir,0.023134108361961524
montagne,0.023048004880170222
arriver,0.0229735764467574
vraiment,0.022928335634290784
mois,0.022845150914594103
fallait,0.02283785400935755
afin,0.022759047432802798
gros,0.02275466928966087
partir,0.02268315961834267
laquelle,0.022604353041787918
plusieurs,0.022598515517598675
continua,0.022456955556009586
donné,0.022454036793914965
beaux,0.02234750197746132
cris,0.02228474859242698
doit,0.022042491338573483
femmes,0.021928659616883287
souvent,0.021754993272253373
travers,0.021719968127117927
amis,0.021642620931610485
diable,0.02153900487725146
triste,0.021492304683737532
laisser,0.02147917025431174
sortit,0.02140328243985161
demander,0.021400363677756988
faim,0.021369716675763477
donne,0.02133177276853341
histoire,0.021328854006438788
heures,0.021298207004445274
monta,0.021245669286742108
arrive,0.021223778571032453
sept,0.021169781472281976
bonheur,0.02113767508924115
passa,0.021099731182011087
marie,0.020955252458327373
vérité,0.020691104488764225
ensemble,0.020666295010959953
mourir,0.0206589981057234
peau,0.02065316058153416
malgré,0.020635648008966438
laissa,0.02024015574514537
plaisir,0.020227021315719577
tomber,0.020219724410483027
trouve,0.02011027083193476
ferai,0.020089839497272416
manière,0.02003730177956925
colère,0.020032923636427318
commença,0.020027086112238076
rire,0.020009573539670356
arrivèrent,0.01997892653767684
perdu,0.01996433272720374
descendit,0.019951198297777948
renard,0.019938063868352153
savoir,0.01992492943892636
moitié,0.01990741686635864
sortir,0.019884066769601676
lièvre,0.019815475860378098
partout,0.019786288239431894
tomba,0.019726453616492175
plein,0.019679753422978247
ensuite,0.01962283756213315
madame,0.019516302745679504
présenta,0.01948565574368599
repas,0.019466683790070955
souris,0.01942582112074627
parents,0.01941268669132048
garde,0.019405389786083926
amour,0.019379120927232343
tenait,0.019355770830475377
riche,0.019309070636961453
bouche,0.019187942010034705
pensa,0.019179185723750842
venez,0.01915583562699388
vache,0.01915145748385195
peux,0.019135404292331536
vient,0.01908578533672299
tard,0.019040544524256374
oiseaux,0.019012816284357477
petites,0.018980709901316655
rouge,0.0188873095142888
dents,0.018839149939727563
aimait,0.01874866831479433
entrer,0.018734074504321227
books,0.018577920732259036
jeunes,0.018563326921785934
fenêtre,0.018526842395603177
service,0.018516626728272007
regarda,0.0184305232464807
queue,0.018363391718304433
fontaine,0.0183590135751625
lune,0.018353176050973263
douleur,0.018340041621547468
figure,0.018309394619553956
arrêta,0.01822329113776265
endroit,0.01822329113776265
étais,0.018023355934281154
front,0.017989790170193018
travail,0.017985412027051086
combien,0.017963521311341435
idée,0.017959143168199503
serpent,0.017916821117827508
vent,0.01789201164002323
suite,0.01788179597269206
berger,0.01786720216221896
carrosse,0.017838014541272755
douce,0.017788395585664207
midi,0.01773147972481911
épouser,0.017604513573703122
ours,0.017585541620088088
passait,0.017553435237047263
coups,0.017533003902384922
sang,0.017481925565729063
devint,0.017436684753262446
retour,0.017423550323836655
passé,0.017419172180694723
sorcière,0.017401659608127
monstre,0.01738852517870121
retourner,0.017387065797653898
droit,0.017365175081944247
moyen,0.017357878176707694
mirent,0.01734182498518728
état,0.017302421696909907
dîner,0.017299502934815286
puisque,0.017284909124342183
dame,0.0172586402654906
monsieur,0.017175455545793916
jolie,0.017163780497415435
revenir,0.017099567731333788
aucune,0.017068920729340274
partie,0.017055786299914482
mariage,0.01705286753781986
lequel,0.017042651870488687
remit,0.016958007769744696
robe,0.016955089007650075
cause,0.016949251483460836
assis,0.0169156857193727
côtés,0.01690255128994691
étant,0.016901091908899598
vingt,0.016861688620622223
sœurs,0.016838338523865258
dernière,0.016744938136837403
écurie,0.016742019374742786
rester,0.016742019374742786
bête,0.01671429113484389
champ,0.016692400419134237
soin,0.016685103513897685
huit,0.016671969084471893
sommes,0.016671969084471893
resta,0.016628187653052587
dernier,0.01650705902612584
attention,0.016464736975753843
trouvé,0.01643846811690226
secours,0.016369877207678678
voudrais,0.01636841782663137
pauvres,0.016330473919401303
pouvez,0.01629107063112393
livre,0.016289611250076618
village,0.016280854963792755
paris,0.016273558058556205
envie,0.016263342391225035
contes,0.016258964248083103
lumière,0.016225398483994968
morceau,0.01621956095980573
animaux,0.016197670244096074
parole,0.01617869829048104
nouvelle,0.016152429431629457
épée,0.016091135427642428
juste,0.016080919760311257
maman,0.016012328851087675
visage,0.01596270989547913
malheureux,0.01596270989547913
longue,0.015892659605208238
valet,0.01583720312541045
pratham,0.0158299062201739
serviette,0.01575255902466646
tira,0.01575109964361915
ferme,0.015729208927909494
book,0.01570294006905791
sentit,0.01569418378277405
parla,0.01568834625858481
parut,0.015662077399733226
dois,0.015644564827165502
crois,0.01562413349250316
courir,0.015621214730408539
étonné,0.015575973917941922
cuisine,0.01556721763165806
voulu,0.015565758250610752
regard,0.015546786296995718
animal,0.015543867534901099
prends,0.015542408153853788
aurez,0.015411063859595868
aurais,0.015408145097501248
aura,0.015402307573312008
couronne,0.01536582304712925
france,0.01535414799875077
croire,0.0152155067992563
raconta,0.015211128656114369
raison,0.015199453607735888
pourrait,0.015180481654120854
quant,0.015170265986789683
malade,0.015127943936417686
mauvais,0.015071028075572588
habits,0.015068109313477967
faisant,0.015053515503004865
semblait,0.015034543549389833
boire,0.01501849035786942
attendait,0.015008274690538248
hors,0.014904658636179223
jouer,0.014903199255131913
héros,0.014892983587800742
église,0.014890064825706121
magnifique,0.014837527108002953
malheur,0.014830230202766402
savez,0.014760179912495513
seconde,0.014745586102022411
pommes,0.014730992291549307
livres,0.014698885908508484
parmi,0.01467553581175152
royaume,0.014633213761379524
souper,0.014589432329960217
firent,0.014579216662629046
étonnement,0.014573379138439806
neuf,0.014509166372358155
courage,0.014488735037695813
affaire,0.014482897513506572
attendre,0.014437656701039955
auras,0.014423062890566853
façon,0.014350093838201341
dirent,0.014315068693065897
prie,0.014300474882592795
recherche,0.01426836849955197
mêmes,0.014228965211274595
regardait,0.014224587068132663
boule,0.014195399447186459
maîtresse,0.014185183779855288
surtout,0.01413264606215212
perdre,0.01413264606215212
demi,0.014115133489584398
bossu,0.014110755346442468
doucement,0.01406551453397585
pitié,0.014059677009786609
barbe,0.014004220529988821
ailes,0.013961898479616824
appela,0.013958979717522205
neige,0.013957520336474894
poche,0.013929792096576
bêtes,0.013903523237724416
envoya,0.013893307570393245
terrible,0.013878713759920143
demoiselle,0.013878713759920143
oreille,0.01385682304421049
paraissait,0.013818879136980424
joli,0.013757585132993395
portait,0.013734235036236431
ordinaire,0.01373277565518912
venue,0.013718181844716019
rentra,0.013691912985864436
aide,0.013665644127012851
pleine,0.0136583472217763
poisson,0.013637915887113957
chef,0.013621862695593545
pièces,0.01359705321778927
étranger,0.013556190548464585
fleur,0.01352116540332914
baguette,0.013510949735997969
finit,0.013437980683632458
porter,0.013372308536503497
quelqu,0.013346039677651914
rosette,0.013344580296604604
répliqua,0.013277448768428334
regarder,0.013268692482144472
chasse,0.013265773720049853
ordre,0.013264314339002542
docteur,0.013217614145488615
saisit,0.013213236002346685
appelait,0.013189885905589721
dragon,0.01317529209511662
approcha,0.013146104474170415
telle,0.013143185712075794
haute,0.013121294996366141
tiens,0.013105241804845728
marche,0.013100863661703798
servante,0.013083351089136075
aime,0.013081891708088765
tandis,0.013033732133527529
restait,0.013020597704101737
meunier,0.013019138323054427
plutôt,0.013010382036770565
habitude,0.01298411317791898
tenir,0.01290822536345885
clef,0.012889253409843817
monter,0.012874659599370715
puisse,0.012857147026802993
pareil,0.012855687645755683
ouvrir,0.012854228264708372
journée,0.012846931359471821
sens,0.01283963445423527
surprise,0.012756449734538588
merci,0.012718505827308522
têtes,0.01270974954102466
herbe,0.012677643157983837
doigt,0.012673265014841905
montre,0.012671805633794594
pleurer,0.01264845553703763
vivre,0.012622186678186048
rocher,0.012598836581429084
veille,0.01257402710362481
bonjour,0.012562352055246329
frappa,0.012505436194401231
pierres,0.01249667990811737
sauta,0.012482086097644268
honneur,0.012448520333556132
laisse,0.012448520333556132
noces,0.01243100776098841
ailleurs,0.012406198283184136
suivit,0.012400360758994896
faisaient,0.012349282422339038
propre,0.012344904279197107
géants,0.012337607373960556
tuer,0.012333229230818626
heureuse,0.012327391706629384
ceci,0.012287988418352009
importe,0.012287988418352009
fanch,0.012285069656257388
facilement,0.012283610275210077
devoir,0.012274853988926217
sait,0.012261719559500424
branches,0.01223253193855422
disparut,0.01222815379541229
fini,0.012177075458756433
rencontra,0.01217123793456719
mangé,0.01216102226723602
faudra,0.012137672170479057
mesure,0.012137672170479057
children,0.01210410640639092
cage,0.012089512595917819
empêcher,0.012055946831829685
épaules,0.012048649926593134
passe,0.011994652827842655
princes,0.011924602537571764
lieues,0.011923143156524455
princesses,0.011898333678720181
sort,0.01188373986824708
appelle,0.011879361725105148
jeanne,0.011854552247300875
rivière,0.011847255342064324
revoir,0.011832661531591222
poussa,0.011832661531591222
mauvaise,0.01182390524530736
partirent,0.011793258243313846
lettre,0.011764070622367642
capitaine,0.011746558049799918
assit,0.011736342382468748
années,0.011720289190948335
apporter,0.011645860757535514
marraine,0.011641482614393583
année,0.01161667313658931
navire,0.01160937623135276
brave,0.011587485515643106
diamants,0.01155246037050766
second,0.011472194412905598
lait,0.011459059983479807
jambes,0.011444466173006705
feuilles,0.011444466173006705
sois,0.011429872362533603
laissé,0.01141673793310781
joyeux,0.01141235978996588
read,0.011378794025877745
pensait,0.011375875263783124
marché,0.011365659596451952
tirer,0.011353984548073471
reçu,0.01134085011864768
regardant,0.011321878165032646
content,0.011275177971518719
ajouta,0.011250368493714446
trou,0.011227018396957483
soyez,0.011224099634862861
regards,0.011221180872768242
appeler,0.01121096520543707
eurent,0.011186155727632796
pensée,0.011184696346585487
prix,0.011156968106686592
prenez,0.011120483580503836
aîné,0.011101511626888804
grandes,0.011079620911179151
volontiers,0.01107670214908453
couleur,0.011048973909185637
pont,0.011028542574523292
inquiétude,0.011011030001955571
sabre,0.011000814334624399
conduisit,0.01099789557252978
mademoiselle,0.010996436191482469
parti,0.010994976810435158
apprendre,0.010994976810435158
danser,0.010945357854826612
doux,0.010943898473779301
frapper,0.01093514218749544
manteau,0.010929304663306199
demeure,0.010894279518170753
aigle,0.010886982612934202
silence,0.010884063850839582
ayez,0.01087968570769765
fallut,0.010856335610940689
sourire,0.010831526133136414
dormait,0.010824229227899863
étrange,0.010821310465805242
famille,0.010818391703710623
méchant,0.010816932322663312
selon,0.01080525727428483
garder,0.010758557080770904
rivage,0.010757097699723593
ombre,0.010746882032392421
puits,0.010743963270297802
allèrent,0.010723531935635458
marchand,0.010723531935635458
crut,0.010717694411446217
rosalie,0.010717694411446217
tranquillement,0.010703100600973115
festins,0.010650562883269947
soldats,0.010612618976039882
compagnons,0.010555703115194784
merveilleux,0.010552784353100163
parlait,0.010544028066816301
bonnes,0.010509002921680857
celles,0.010485652824923893
saint,0.010466680871308861
grosse,0.010441871393504587
marguerite,0.010441871393504587
puisqu,0.010418521296747623
présence,0.01039808996208528
jeté,0.010387874294754108
avança,0.010365983579044455
chapeau,0.010363064816949836
voisin,0.010361605435902525
marcher,0.010361605435902525
serai,0.010357227292760594
fêtes,0.010348471006476734
tranquille,0.010344092863334802
room,0.010322202147625149
criait,0.010311986480293977
nombre,0.010307608337152047
seras,0.010301770812962806
jette,0.010300311431915496
large,0.010294473907726255
serais,0.010288636383537015
jeter,0.010252151857354258
mouton,0.010244854952117707
crapaud,0.010243395571070398
panier,0.010241936190023088
rose,0.010237558046881156
genoux,0.010231720522691915
voit,0.010227342379549986
tantôt,0.010218586093266124
chiens,0.010214207950124194
intérieur,0.010214207950124194
bons,0.010180642186036058
rendu,0.010177723423941437
cadmus,0.010164588994515646
quitter,0.010161670232421026
face,0.010149995184042544
paysan,0.010149995184042544
efflam,0.010148535802995233
parrain,0.010139779516711373
aurai,0.010139779516711373
vont,0.010132482611474822
sage,0.010106213752623237
dormir,0.010094538704244756
secret,0.010088701180055514
enlever,0.010084323036913584
laissez,0.010072647988535103
montra,0.01005659479701469
coin,0.01005659479701469
pomme,0.010030325938163106
regarde,0.010028866557115795
levant,0.010004057079311523
empereur,0.009998219555122282
demandait,0.009995300793027661
fera,0.009979247601507249
riches,0.009958816266844906
devenir,0.009928169264851391
donnait,0.009916494216472909
reçut,0.0099150348354256
rempli,0.009906278549141738
entendait,0.009904819168094428
cabinet,0.009898981643905187
foule,0.009897522262857877
reconnut,0.009877090928195534
prenant,0.009877090928195534
devenu,0.009862497117722432
autrefois,0.009861037736675122
suivre,0.00984644392620202
occasion,0.009843525164107398
énorme,0.009833309496776228
sommeil,0.009831850115728917
question,0.009824553210492366
crainte,0.009812878162113884
verrez,0.009805581256877333
tellement,0.009801203113735403
langue,0.009799743732688092
meilleur,0.00978077177907306
difficile,0.009767637349647267
prêt,0.009747206014984924
certainement,0.009745746633937614
retrouver,0.009736990347653754
oublié,0.00971364025089679
dedans,0.009709262107754859
unique,0.00970634334566024
donnez,0.009696127678329067
dessous,0.009691749535187137
prenait,0.009671318200524793
faite,0.009658183771099001
nouvelles,0.00964650872272052
promis,0.009642130579578589
tenant,0.009637752436436659
semblable,0.009626077388058176
cabane,0.009599808529206593
poissons,0.009593971005017353
fidèle,0.009545811430456115
éclat,0.009534136382077634
froid,0.009531217619983013
charles,0.00952100195265184
lever,0.0095151644284626
impossible,0.009506408142178738
nature,0.009490354950658328
charmant,0.009480139283327155
criant,0.009462626710759432
promener,0.00945387042447557
douze,0.00944657351923902
bihanic,0.00943635785190785
portes,0.009429060946671298
compagnon,0.009427601565623988
verre,0.009424682803529367
chêne,0.009420304660387437
ouvrage,0.009405710849914335
jason,0.009405710849914335
disaient,0.009366307561636958
aventure,0.009354632513258477
gauche,0.009347335608021926
hier,0.009345876226974616
moutons,0.009337119940690754
sujet,0.009332741797548824
minuit,0.009316688606028412
extraordinaire,0.00930209479555531
santé,0.00930209479555531
marier,0.009293338509271448
croyait,0.009287500985082207
sauvage,0.009287500985082207
corde,0.009277285317751035
vivait,0.009271447793561795
penser,0.009264150888325244
chacune,0.009258313364136003
visite,0.009251016458899452
papa,0.009248097696804831
moindre,0.00924226017261559
misérable,0.00923642264842635
entrée,0.009229125743189799
debout,0.009226206981095178
arrivant,0.009215991313764006
magique,0.009213072551669386
trésor,0.009201397503290904
voyons,0.009189722454912423
monseigneur,0.009153237928729668
connaître,0.009138644118256566
ellen,0.00911091587835767
dirai,0.00910653773521574
laissait,0.00910215959207381
éleva,0.009078809495316847
virent,0.009075890733222226
merveille,0.00903794682599216
soupe,0.00903648744494485
droite,0.009011677967140577
connaissait,0.009001462299809405
irai,0.008994165394572854
champs,0.008994165394572854
école,0.008986868489336303
resté,0.00897081529781589
arrivée,0.00896643715467396
cristal,0.008944546438964307
sentait,0.008940168295822375
aspect,0.008937249533727756
réponse,0.008924115104301963
épaule,0.008924115104301963
apprit,0.008916818199065412
inconnu,0.008906602531734241
signe,0.00890222438859231
compte,0.008900765007545
soldat,0.008900765007545
pense,0.008894927483355759
serpents,0.008887630578119208
guère,0.008851146051936452
époux,0.008849686670889142
souvenir,0.008845308527747212
chagrin,0.008843849146699901
chanter,0.00882487719308487
entendant,0.008813202144706387
voiture,0.008807364620517146
trône,0.008800067715280595
toucher,0.008794230191091355
emporta,0.008792770810044044
étang,0.00876942071328708
morceaux,0.008751908140719357
médecin,0.008743151854435497
davantage,0.008741692473388187
this,0.008734395568151636
fête,0.008725639281867774
biche,0.008725639281867774
personnes,0.008724179900820464
odeur,0.008716882995583913
coupe,0.00869207351777964
rencontre,0.008673101564164606
trouvaient,0.008671642183117296
demandez,0.008671642183117296
descendre,0.008670182802069985
cours,0.008659967134738815
musique,0.008658507753691504
méchante,0.008642454562171092
appris,0.0086293201327453
poulet,0.008610348179130266
longues,0.008595754368657164
cheminée,0.008594294987609856
comte,0.008592835606562545
curiosité,0.008592835606562545
crains,0.008585538701325994
remercia,0.008581160558184062
donnerai,0.008581160558184062
mets,0.008579701177136754
baba,0.00855489169933248
raconter,0.008551972937237858
semble,0.008547594794095928
facile,0.008547594794095928
fortune,0.008534460364670137
graines,0.008508191505818552
furieux,0.008490678933250829
trouvèrent,0.008479003884872348
aise,0.008477544503825037
combat,0.008471706979635797
étoile,0.008457113169162695
riant,0.008455653788115384
oreilles,0.008449816263926144
savant,0.008448356882878833
couteau,0.008439600596594972
étoiles,0.008430844310311112
murs,0.008414791118790699
vieilles,0.008401656689364906
horrible,0.008392900403081046
connais,0.008378306592607944
forces,0.008371009687371393
complètement,0.008369550306324082
baris,0.008368090925276772
yvonne,0.008368090925276772
fourmis,0.00836371278213484
pouvaient,0.00835495649585098
passèrent,0.00834765959061443
airs,0.008344740828519808
allaient,0.008335984542235947
prêtre,0.008333065780141327
sortes,0.008333065780141327
remettre,0.008325768874904776
hasard,0.008321390731762844
mouvement,0.008319931350715534
caverne,0.008315553207573604
réveilla,0.008309715683384363
jument,0.008300959397100502
jeux,0.00829658125395857
recevoir,0.008295121872911261
traits,0.008295121872911261
portant,0.00829220311081664
chemise,0.00828782496767471
nuage,0.008283446824532779
profond,0.00828052806243816
scrooge,0.008274690538248917
parlez,0.008257177965681196
embrassa,0.008257177965681196
vertu,0.008251340441491955
adressant,0.008251340441491955
distance,0.008232368487876921
mange,0.008226530963687681
aider,0.00822507158264037
sable,0.00821923405845113
chéri,0.008214855915309198
voleurs,0.008209018391119958
avis,0.008207559010072647
sifflet,0.008206099629025338
croyez,0.008204640247978028
posa,0.008197343342741477
immédiatement,0.008182749532268375
honte,0.008178371389126443
travailler,0.008173993245984513
retira,0.008171074483889892
vaches,0.008165236959700652
tendre,0.008165236959700652
retourne,0.00815502129236948
lion,0.008133130576659826
promit,0.008122914909328656
essayer,0.008109780479902864
char,0.008108321098855554
amie,0.008092267907335141
fées,0.0080864303831459
quinze,0.008060161524294316
malheureuse,0.008055783381152386
surpris,0.008045567713821214
courait,0.008042648951726595
midas,0.008041189570679284
magnifiques,0.008035352046490042
marcha,0.008006164425543838
passerose,0.007985733090881495
prison,0.007978436185644944
serez,0.007968220518313772
henri,0.007956545469935291
humeur,0.00794487042155681
ouverte,0.007931735992131017
plumes,0.007922979705847157
peuple,0.007921520324799846
seuil,0.007920060943752536
moine,0.007908385895374053
pourra,0.007896710846995572
merveilleuse,0.007889413941759021
nuits,0.007889413941759021
bourse,0.00788357641756978
désespoir,0.00787773889338054
sanglier,0.007836876224055853
accompagner,0.007829579318819302
basse,0.007826660556724681
jardinier,0.007823741794630062
vendre,0.0077916354115892365
temple,0.0077916354115892365
pareille,0.0077916354115892365
pria,0.0077843385063526855
espagne,0.0077843385063526855
coucha,0.007781419744258065
également,0.007778500982163445
manquait,0.0077770416011161345
agnella,0.007775582220068825
résolut,0.007772663457974204
magicienne,0.007769744695879583
vêtements,0.007766825933784963
lèvres,0.007762447790643032
nourriture,0.007758069647501102
branche,0.00774639459912262
commençait,0.0077434758370279995
sombre,0.007740557074933379
cacher,0.007739097693886069
nourrice,0.007737638312838759
contraire,0.007734719550744139
entier,0.007731800788649518
écrièrent,0.007718666359223726
cadet,0.007714288216081795
foyer,0.007699694405608693
rêve,0.0076880193572302115
signifie,0.0076807224519936605
troupeau,0.00767488492780442
plaît,0.007667588022567869
embrasser,0.007661750498378628
enchanté,0.0076471566879055255
